subject,predicate,object,metadata
Jean Gabriel Marchand,was in charge of,VI Corps,Jean Gabriel Marchand was in charge of corps for period when Ney went on leave .
Marshal Michel Ney,was dismissed by,Marshal Andr Massna,"In early 1811 , Ney was dismissed by Marshal Andr Massna for disobedience corps was briefly led by Louis Henri Loison until corps was dissolved in May 1811 ."
VI Corps,was briefly led by,Louis Henri Loison,"In early 1811 , Ney was dismissed by Marshal Andr Massna for disobedience corps was briefly led by Louis Henri Loison until corps was dissolved in May 1811 ."
VI Corps,was dissolved in,May 1811,"In early 1811 , Ney was dismissed by Marshal Andr Massna for disobedience corps was briefly led by Louis Henri Loison until corps was dissolved in May 1811 ."
VI Corps (Grande Arme),was revived in,1812,The VI Corps was revived in 1812 for French invasion of Russia placed under Laurent Gouvion Saint-Cyr .
VI Corps (Grande Arme),consisted of,Bavarian soldiers,After disastrous winter retreat corps was virtually destroyed . In 1812 for French invasion of Russia placed under Laurent Gouvion Saint-Cyr . It entirely consisted of Bavarian soldiers at that time .
VI Corps (Grande Arme),was recreated in,1813,After disastrous winter retreat corps was virtually destroyed . In 1812 for French invasion of Russia placed under Laurent Gouvion Saint-Cyr . It entirely consisted of Bavarian soldiers at that time . In 1813 during War of Sixth Coalition it was recreated with reorganized French troops .
VI Corps (Grande Arme),was managed by,Marshal Auguste Marmont,Marshal Auguste Marmont took command of corps managed it until Emperor Napoleons abdication in 1814 .
VI Corps (Grande Arme),took part in,Battle of Dresden,"During Hundred Days , Georges Mouton , Count de Lobau commanded VI Corps at Battle of Waterloo ."
VI Corps (Grande Arme),took part in,Battle of Leipzig,"During Hundred Days , Georges Mouton , Count de Lobau commanded VI Corps at Battle of Waterloo ."
Marshal Auguste Marmont,took command of,corps,until Emperor Napoleon's abdication in 1814
corps,managed by,Marshal Auguste Marmont,until Emperor Napoleon's abdication in 1814
corps,took part in,many battles,including Dresden and Leipzig in 1813
Battle of Dresden,took place around,city of Dresden,in modern-day Germany
Sixth Coalition,felt emboldened in their quest to,kick French out of Central Europe,with recent addition of Austria
Napoleon's victory,did not lead to collapse of,Sixth Coalition,at Battle of Dresden
Allied army,led by Field Marshal Schwarzenberg,surrounded captured French corps,at Battle of Kulm
III Cavalry Corps (Grande Arme),was created in,1812,and reconstituted in 1813 1815
III Cavalry Corps ( Grande Arme ),was created in,1812,The corps was created in 1812 reconstituted in 1813 1815 .
III Cavalry Corps ( Grande Arme ),was reconstituted in,1813 1815,The corps was reconstituted in 1813 1815 .
III Cavalry Corps ( Grande Arme ),was commanded by,General of Division Emmanuel Grouchy,"Commanded by General of Division Emmanuel Grouchy , two divisions of corps fought at Borodino , Tarutino , Vyazma ."
III Cavalry Corps ( Grande Arme ),had divisions that fought in,"Borodino , Tarutino , Vyazma",A third division fought at First Second Polotsk Berezina .
III Cavalry Corps ( Grande Arme ),was led by,General of Division Jean-Toussaint Arrighi de Casanova,"During War of Sixth Coalition in 1813 , General of Division Jean-Toussaint Arrighi de Casanova led corps at Grossbeeren , Dennewitz , Leipzig , Hanau ."
III Cavalry Corps ( Grande Arme ),was reorganized by,Emperor Napoleon,"During Hundred Days in 1815 , Napoleon reorganized corps appointed General of Division Franois tienne de Kellermann to lead it ."
III Cavalry Corps ( Grande Arme ),had a brigade that was engaged in,Quatre Bras,One brigade of corps was engaged at Quatre Bras both divisions fought at Waterloo .
IV Cavalry Corps ( Grande Arme ),was created in,1812,The corps was created in 1812 rebuilt in 1813 1815 .
IV Cavalry Corps ( Grande Arme ),was rebuilt in,1813 1815,The corps was rebuilt in 1813 1815 .
He,participated in,1799 Italian Swiss expedition,"He participated in 1799 Italian Swiss expedition on staff of his uncle Alexander Suvorov was at Cassano , Trebbia Novi ."
He,fought in,1812 Smolensk Borodino,At 1812 he fought at Smolensk Borodino .
He,led,second line of Right Wing,At Bautzen in May 1813 he led second line of Right Wing .
He,commanded,1st Infantry Corps,"He commanded 1st Infantry Corps , at Dresden Leipzig in 1813 at Bar-sur-Aube , Laubressel Paris in 1814 ."
Paul von Radivojevich,became,army corps commander in army of Austrian Empire during late Napoleonic Wars,Paul von Radivojevich Paul von Radivojevich ( 1759 \u2013 15 July 1829 ) became army corps commander in army of Austrian Empire during late Napoleonic Wars .
Paul von Radivojevich,joined,army of Habsburg Monarchy in 1782,He joined army of Habsburg Monarchy in 1782 fought in one of early battles of French Revolutionary Wars .
Paul von Radivojevich,led,Grenz Infantry Regiment,He led Grenz Infantry Regiment before being promoted to general officer in 1807 .
Paul von Radivojevich,led,brigade at Eckmhl in 1809,"He led brigade at Eckmhl in 1809 , division in summer of 1813 , corps at Caldiero in 1813 at Mincio in 1814 ."
Paul von Radivojevich,led,corps in 1815 Italian campaign,"During 1815 Italian campaign , he led corps in Switzerland , Piedmont , France ."
Paul von Radivojevich,commanded,part of Military Frontier after wars,"After wars , he commanded part of Military Frontier ."
HMS Cherub,was built in,Dover,HMS Cherub was 18-gun Royal Navy Cormorant-class sloop built in Dover in 1806.
HMS Cherub,participated in,two major campaigns in West Indies,"HMS Cherub participated in two major campaigns in West Indies during Napoleonic Wars, one major engagement in Pacific during War of 1812, all each of which earned her crews clasps to Naval General Service Medal."
HMS Cherub,earned,crews clasps to Naval General Service Medal,"HMS Cherub participated in two major campaigns in West Indies during Napoleonic Wars, one major engagement in Pacific during War of 1812, all each of which earned her crews clasps to Naval General Service Medal."
HMS Cherub,was sold in,1820,The Navy sold her in 1820.
Osan Air Base,is located near,"Songtan Station in city of Pyeongtaek, South Korea","Osan Air Base ( K-55 Korean Hanja ) , is United States Air Force base located near Songtan Station in city of Pyeongtaek , South Korea , 64 km south of Seoul ."
Osan Air Base,is not within,Osan City,"Despite its name , Osan AB is not within Osan City , which is 7.5 km to north ."
Osan Air Base,is home of,Pacific Air Forces 51st Fighter Wing,"The base is home of Pacific Air Forces 51st Fighter Wing , number of tenant units , including headquarters for Seventh Air Force ."
Osan Air Base,is headquarters of,ROK Air Force Operations Command,The base is also headquarters of ROK Air Force Operations Command .
Osan Air Base,is departure arrival point for,U.S. government-contracted Patriot Express flights,"Osan Air Base is also departure arrival point for U.S. government-contracted Patriot Express flights bringing service members their family members to South Korea from Seattle-Tacoma International Airport in U.S. state of Washington , Misawa Air Base Yokota Air Base in Japan ."
Montijo Air Base,is located in,"Montijo, Portugal","Montijo Air Base Montijo Air Base ( Portuguese Base Area do Montijo ) ( ICAO LPMT ) - officially known as Air Base No . 6 ( Base Area n. 6 ) or BA6 - is military air base located in Montijo , Portugal ."
