subject,predicate,object,metadata
The third season,premiered on,"January 7 , 2017","The third season premiered on January 7 , 2017 ."
The series,was picked up for,13 episodes,"The series was originally picked up for 13 episodes on March 13 , 2014 , was later increased to 20 episodes ."
schoolgirls,crush on,teacher,It concerns schoolgirls crush on her teacher which leads to affair
affair,discovered,discovery,which in turn is discovered
The Police,won,1981 Grammy Award,The Police won 1981 Grammy Award for Best \u2013 AM AMS 9110 ( UK ) 7 \u2013 AM AM 2275 ( US ) 7 \u2013 AM AM 25000 ( US )
The Police,song,9110 ( UK ),The Police won 1981 Grammy Award for Best \u2013 AM AMS 9110 ( UK ) 7 \u2013 AM AM 2275 ( US ) 7 \u2013 AM AM 25000 ( US )
The Police,song,2275 ( US ),The Police won 1981 Grammy Award for Best \u2013 AM AMS 9110 ( UK ) 7 \u2013 AM AM 2275 ( US ) 7 \u2013 AM AM 25000 ( US )
The Police,song,25000 ( US ),The Police won 1981 Grammy Award for Best \u2013 AM AMS 9110 ( UK ) 7 \u2013 AM AM 2275 ( US ) 7 \u2013 AM AM 25000 ( US )
The Police,re-recorded song,9110 ( UK ),"It was re-recorded in 1986 , alongside Dont Stand So Close to Me 86 , for inclusion on compilation was ultimately excluded from album"
The Police,re-recorded song,2275 ( US ),"It was re-recorded in 1986 , alongside Dont Stand So Close to Me 86 , for inclusion on compilation was ultimately excluded from album"
The Police,re-recorded song,25000 ( US ),"It was re-recorded in 1986 , alongside Dont Stand So Close to Me 86 , for inclusion on compilation was ultimately excluded from album"
"De Do Do Do , De Da Da Da De Do Do Do",song,"De Do Do Do , De Da Da Da","De Do Do Do , De Da Da Da is song by The Police , released as single in December 1980"
"De Do Do Do , De Da Da Da",British second single,"De Do Do Do , De Da Da Da De Do Do Do","Released as British second single can get my song playing , then press switch theres Siouxsie singing away"
Zenyatta Mondatta,album,Ghost in Machine,"Zenyatta Mondatta also saw bands lyrics turning towards political events , with Stings Driven to Tears commenting on poverty Copelands Bombs Away referring to Soviet invasion of Afghanistan . These themes became more prevalent in Polices next album , Ghost in Machine ."
Zenyatta Mondatta,lyrics,political events,"Zenyatta Mondatta also saw bands lyrics turning towards political events , with Stings Driven to Tears commenting on poverty Copelands Bombs Away referring to Soviet invasion of Afghanistan . These themes became more prevalent in Polices next album , Ghost in Machine ."
Police,disbanded,Following release of album,"Following release of album , Police effectively disbanded ."
Every Breath You Take,mapped by,composer,Every Breath You Take map as composer .
Copeland,said,argument over Synclavier versus Fairlight drums,"In Qantas inflight radio program named Reeling in Years , Copeland was quoted as saying that argument over Synclavier versus Fairlight drums was straw that broke camels back , that this led to groups unravelling ."
Police,disbanded by,time 1986 single was released,"As Police had already disbanded by time 1986 single was released , this , aside from then-unreleased De Do Do Do , De Da Da Da 86 , was last recording before bands reunion most recent studio recording band has released ."
7-inch \u2013 AM AM 354 ( UK ),is a 12-inch,AM concert DVD ...,7-inch \u2013 AM AM 354 ( UK ) 12-inch \u2013 AM concert DVD ...
Sting,denied,song is autobiographical,"As Police had already disbanded by time 1986 single was released , this , aside from then-unreleased De Do Do Do , De Da Da Da 86 , was last recording before bands reunion most recent studio recording band has released . 7-inch \u2013 AM AM 354 ( UK ) 12-inch \u2013 AM concert DVD ... All This Time , Sting denied that song is autobiographical ."
Dont Stand So Close to Me,appeared on,The Polices album Zenyatta Mondatta ( AM ),"In The Polices album Zenyatta Mondatta ( AM ) , Dont Stand So Close to Me appeared on The Polices album Zenyatta Mondatta ( AM ) , became hit No . 1 UK single , along with corresponding music video ."
Dont Stand So Close to Me,reached top 10 on,Billboard Hot 100 chart,"In US , it reached top 10 on Billboard Hot 100 chart , peaking at No . 10 ."
Dont Stand So Close to Me,peaked at No . 10,Billboard Hot 100 chart,"In US , it reached top 10 on Billboard Hot 100 chart , peaking at No . 10 ."
Dont Stand So Close to Me,confirmed by end of 1980 to have been biggest selling single of that year,UK,"In UK , track was confirmed by end of 1980 to have been biggest selling single of that year ."
Friends,is the B-side,Dont Stand So Close to Me,"In The Polices album Zenyatta Mondatta ( AM ) , Dont Stand So Close to Me appeared on The Polices album Zenyatta Mondatta ( AM ) , became hit No . 1 UK single , along with corresponding music video . In US , it reached top 10 on Billboard Hot 100 chart , peaking at No . 10 . In UK , track was confirmed by end of 1980 to have been biggest selling single of that year . The B-side , Friends , was written by Andy Summers is inspired by Stranger in Strange Land , science fiction ."
The book,was unveiled during,2017 Diary of Wimpy Kid Virtually Live Event,The book was unveiled during 2017 Diary of Wimpy Kid Virtually Live Event which was live streamed via YouTube as part of 10th anniversary of first book.
The book,was published released on,"November 7, 2017","The book was published released on November 7, 2017 ."
Greg Heffleys family,try to prepare for,Christmas,"When Greg Heffleys family try to prepare for Christmas , Gregs parents decide to skip Christmas travel by plane to Isla De Corales after seeing ad for it , is 12th book in series , was released everywhere except Canada China on November 7, 2017 ."
Gregs parents,decide to skip,Christmas travel by plane to Isla De Corales,"Gregs parents decide to skip Christmas travel by plane to Isla De Corales after seeing ad for it , is 12th book in series , was released everywhere except Canada China on November 7, 2017 ."
Isla De Corales,is 12th book in series,Diary of Wimpy Kid The Getaway,"is 12th book in series , was released everywhere except Canada China on November 7, 2017 ."
The book,was released everywhere except,Canada China,"The book was published released on November 7, 2017 ."
The book,was released on,"November 7, 2017","The book was published released on November 7, 2017 ."
The book,has received 4.55 stars on,Waterstones with 786 reviews,"A week since its release , it has received 4.55 stars on Waterstones with 786 reviews ."
Diary of Wimpy Kid The Getaway,is twelfth book in,Diary of Wimpy Kid series by Jeff Kinney,"The book was unveiled during 2017 Diary of Wimpy Kid Virtually Live Event which was live streamed via YouTube as part of 10th anniversary of first book . The book was published released on November 7, 2017 . When Greg Heffleys family try to prepare for Christmas , Gregs parents decide to skip Christmas travel by plane to Isla De Corales after seeing ad for it , is 12th book in series , was released everywhere except Canada China on November 7, 2017 . A week since its release , it has received 4.55 stars on Waterstones with 786 reviews . Diary of Wimpy Kid The Getaway Diary of Wimpy Kid The Getaway is twelfth book in Diary of Wimpy Kid series by Jeff Kinney ."
The book,was unveiled during,2017 Diary of Wimpy Kid Virtually Live Event,The book was unveiled during 2017 Diary of Wimpy Kid Virtually Live Event which was live streamed via YouTube as part of 10th anniversary of first book .
The book,was published released in,United Kingdom,"The book was published released on November 7, 2017 ."
The ninth book,was released on,"November 4, 2014","The ninth , was released on November 4 , 2014 , in US November 5 , 2014 , in UK ."
The tenth book,was released globally on,"November 3, 2015","The tenth , , was released globally on November 3 , 2015 ."
Jerry Bock,was,American musical theater composer,"Jerry Bock Jerrold Lewis Jerry Bock ( November 23 , 1928November 3 , 2010 ) was American musical theater composer ."
Jerry Bock,received,Tony Award for Best Musical,He received Tony Award for Best Musical Pulitzer Prize for Drama with Sheldon Harnick for their 1959 musical Fiorello
Jerry Bock,received,Pulitzer Prize for Drama,He received Tony Award for Best Musical Pulitzer Prize for Drama with Sheldon Harnick for their 1959 musical Fiorello
Jerry Bock,received,Tony Award for Best Composer Lyricist,Tony Award for Best Composer Lyricist for 1964 musical Fiddler on Roof with Sheldon Harnick
Jerry Bock,born in,"New Haven, Connecticut","Born in New Haven , Connecticut raised in Flushing , Queens , New York , Bock studied piano as child ."
Jerry Bock,raised in,"Flushing, Queens, New York","Born in New Haven , Connecticut raised in Flushing , Queens , New York , Bock studied piano as child ."
Jerry Bock,studied,piano as child,"Jerry Bock Jerrold Lewis Jerry Bock ( November 23 , 1928November 3 , 2010 ) was American musical theater composer . He received Tony Award for Best Musical Pulitzer Prize for Drama with Sheldon Harnick for their 1959 musical Fiorello Tony Award for Best Composer Lyricist for 1964 musical Fiddler on Roof with Sheldon Harnick . Born in New Haven , Connecticut raised in Flushing , Queens , New York , Bock studied piano as child . While student at University of Wisconsin\u2013Madison , he wrote musical Big As Life , which toured state Jerry Bock Jerrold Lewis Jerry Bock ( November 23 , 1928November 3 , 2010 ) was American musical theater composer . He received Tony Award for Best Musical Pulitzer Prize for Drama with Sheldon Harnick for their 1959 musical Fiorello Tony Award for Best Composer Lyricist for 1964 musical Fiddler on Roof with Sheldon Harnick . Born in New Haven , Connecticut raised in Flushing , Queens , New York , Bock studied piano as child ."
